BusinessRegion,,Department,RetailNetwork,Level3,ЯК,Рейтинг ЯК,количество,2 ГИС,Рейтинг 2ГИС,количество,Гугл карты,Рейтинг ГК,,,,Рейтинг ЯК (свежий),оценки ЯК (свежий),отзывы ЯК (свежий),Рейтинг 2ГИС (свежий),оценки 2ГИС (свежий),отзывы 2ГИС (свежий)
Новороссийск,,"Новороссийск-02 ул. Видова, 210 Д",Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/134333067647/,,,,,0,,,,,,"4,5",321,247,"4,5",232,226
Новый Уренгой,Чураева К,Новый Уренгой-02 Оптимистов 4/1,SPOKE Россия,Покатова Лариса РД,https://yandex.ru/maps/org/spoke/95732545269/?ll=76.647817%2C66.081718&z=16,,,https://go.2gis.com/DoYE7,"4,8",17,,,,,,"4,3",8,6,"4,8",24,23
Новый Уренгой,Чураева К,Новый Уренгой-02 Оптимистов 4/1,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLbz7TjH,,,https://go.2gis.com/VecpQ,"4,1",27,,,,,,"4,3",8,6,"4,8",24,23
Новый Уренгой,Чураева К,Новый Уренгой-02 Оптимистов 4/1,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/132058659491/?ll=76.647817%2C66.081718&z=16,,,https://go.2gis.com/rH90o,"4,8",23,,,,,,"4,3",8,6,"4,8",24,23
Новый Уренгой,Чураева К,Новый Уренгой-02 Оптимистов 4/1,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqq444Z,"4,3",180,https://go.2gis.com/txoku,"4,1",325,https://maps.app.goo.gl/m78AnPeAJxUXZQqr7,,,,,"4,3",8,6,"4,8",24,23
Новый Уренгой,Чураева К,Новый Уренгой-03 Советский 5/3,SPOKE Россия,Покатова Лариса РД,https://yandex.ru/profile/98513695745,,,https://go.2gis.com/YrPfl,"4,8",18,,,,,,"3,7",12,8,"4,1",49,43
Новый Уренгой,Чураева К,Новый Уренгой-03 Советский 5/3,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLb7AI4m,,,https://go.2gis.com/5Ib2s,"4,1",43,,,,,,"3,7",12,8,"4,1",49,43
Новый Уренгой,Чураева К,Новый Уренгой-03 Советский 5/3,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/73993063307/?ll=76.681666%2C66.120883&z=16,,,https://go.2gis.com/ODrK2,"4,6",85,,,,,,"3,7",12,8,"4,1",49,43
Новый Уренгой,Чураева К,Новый Уренгой-03 Советский 5/3,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqq4IJx,"4,3",207,https://go.2gis.com/ZoZV2,"4,1",325,https://maps.app.goo.gl/S3Hs4RDAhkLibUST9,,,,,"3,7",12,8,"4,1",49,43
Норильск,Чураева К,Норильск-01 Талнахская 74,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CLb7A416,,,https://go.2gis.com/KBqqx,"4,5",151,,,,,,"4,2",6,5,"4,5",80,78
Норильск,Чураева К,Норильск-01 Талнахская 74,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/216942624643/?ll=88.197538%2C69.361095&z=16,,,https://go.2gis.com/YiMzS,"4,5",78,,,,,,"4,2",6,5,"4,5",80,78
Норильск,Чураева К,Норильск-01 Талнахская 74,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqq4LPP,"4,3",185,https://go.2gis.com/yDz5x,"3,9",1591,https://maps.app.goo.gl/ofLeinE4r1cjGq2f7,,,,,"4,2",6,5,"4,5",80,78
Норильск,Чураева К,Норильск-02 Советская 5,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CLb7ANnc,,,https://go.2gis.com/Kvgmt,"3,6",49,,,,,,,,,"3,6",51,49
Норильск,Чураева К,Норильск-02 Советская 5,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/30973379736/?ll=88.199640%2C69.348846&z=16,,,https://go.2gis.com/xNDEM,"4,2",88,,,,,,,,,"3,6",51,49
Норильск,Чураева К,Норильск-02 Советская 5,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/sushi_master/24889183894/,"4,3",75,https://go.2gis.com/ybRK8,"3,9",1591,https://maps.app.goo.gl/RRn6axCzgQmeBtxN6,,,,,,,,"3,6",51,49
Ноябрьск,Юнусов В,Ноябрьск-02 Советская 81/2,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLb7A6lm,,,https://go.2gis.com/9HcJ9,"3,6",154,,,,,,"3,8",17,12,"3,6",168,155
Ноябрьск,Юнусов В,Ноябрьск-02 Советская 81/2,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/155261630545/?ll=75.460280%2C63.198524&z=16,,,https://2gis.ru/noyabrsk/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D0%9D%D0%BE%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA-02%20%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B0%D1%8F%2081/firm/70000001059804736/75.460028%2C63.198227?m=75.460028%2C63.198227%2F16.8,5,3,https://maps.app.goo.gl/oJHeCgDpDm4qb3xY9,,,,,"3,8",17,12,"3,6",168,155
Ноябрьск,Юнусов В,Ноябрьск-02 Советская 81/2,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLqqaQ3e,"4,2",123,https://go.2gis.com/ef6zp,"3,9",879,https://maps.app.goo.gl/7XC4ZZP2QktB8RTm8,,,,,"3,8",17,12,"3,6",168,155
Нягань,Чураева К,Нягань-01 4 мкр 15 к2,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLb7AS3b,,,https://go.2gis.com/ICNGY,"4,7",14,,,,,,"4,2",49,36,"4,1",74,69
Нягань,Чураева К,Нягань-01 4 мкр 15 к2,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/199360653959/?ll=65.434192%2C62.142968&z=16,,,https://go.2gis.com/oFT4o,5,6,,,,,,"4,2",49,36,"4,1",74,69
Нягань,Чураева К,Нягань-01 4 мкр 15 к2,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLquEUow,"4,2",34,https://go.2gis.com/YY5El,"4,1",69,https://maps.app.goo.gl/f96kJajVxtWEn1gJ8,,,,,"4,2",49,36,"4,1",74,69
Одинцово,,Одинцово-01 Можайское шоссе 71Б,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/19802377365/,"4,9",414,https://go.2gis.com/aYtRM,"4,6",51,https://maps.app.goo.gl/2vCXQbGmRVJ4Tt4v5,"4,7",,,,"4,9",556,424,"4,6",,51
Одинцово,,Одинцово-02 Молодежная 5,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/144983928309/,"4,9",114,https://go.2gis.com/rnX7R,4,12,https://maps.app.goo.gl/2ExQM5eBrkLdhz7N6,,,,,"4,9",157,114,4,15,12
Одинцово,,Одинцово-01 Можайское шоссе 71Б,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/51892581828/,,,https://go.2gis.com/HfXPL,5,5,,,,,,"4,9",556,424,"4,6",,51
Одинцово,,Одинцово-02 Молодежная 5,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/52647641887/,,,,,0,,,,,,"4,9",157,114,4,15,12
Омск,Молодцов А,Омск-01 Культуры 7,SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/230875708683/?ll=73.277167%2C55.029513&z=16,,,https://go.2gis.com/Vghvz,"4,2",18,,,,,,,,,"4,4",22,18
Омск,Молодцов А,Омск-01 Культуры 7,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7AL6G,,,https://go.2gis.com/kow9D,4,50,,,,,,,,,"4,4",22,18
Омск,Молодцов А,Омск-01 Культуры 7,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/37276758419/?ll=73.277167%2C55.029513&z=16,,,https://go.2gis.com/HGUsS,"4,1",96,,,,,,,,,"4,4",22,18
Омск,Молодцов А,Омск-01 Культуры 7,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLquEO9e,"4,7",169,https://go.2gis.com/1DeGf,"4,2",488,https://maps.app.goo.gl/aH5VzwaPBojv9dwZ9,,,,,,,,"4,4",22,18
Омск,Молодцов А,"Омск-02, ул. 70 лет Октября, 24/1",SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/92122104148/?ll=73.323413%2C54.981898&z=16,,,https://go.2gis.com/epNHR,5,4,,,,,,,,,5,4,4
Омск,Молодцов А,"Омск-02, ул. 70 лет Октября, 24/1",Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7A24c,,,https://2gis.ru/omsk/search/%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8%20%D0%9E%D0%BC%D1%81%D0%BA-02%2C%20%D1%83%D0%BB.%2070%20%D0%BB%D0%B5%D1%82%20%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8F%2C%2024/firm/70000001078599148/73.323422%2C54.981979?m=73.323456%2C54.982003%2F17.42,"4,5",37,,,,,,,,,5,4,4
Омск,Молодцов А,"Омск-02, ул. 70 лет Октября, 24/1",Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/36720234319/?ll=73.323413%2C54.981898&z=16,,,https://go.2gis.com/UQ9YH,"4,1",60,,,,,,,,,5,4,4
Омск,Молодцов А,"Омск-02, ул. 70 лет Октября, 24/1",Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLquEVYA,"4,7",100,https://go.2gis.com/M369m,"4,1",335,https://maps.app.goo.gl/7ZDbuHrQQ7xLQtXx8,,,,,,,,5,4,4
Омск,Молодцов А,"Омск-04 ул. Герцена, 12",SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/30471211073/?ll=73.372623%2C54.993479&z=16,,,https://go.2gis.com/alWXg,"4,9",1,,,,,,"4,2",13,9,"4,4",86,83
Омск,Молодцов А,"Омск-04 ул. Герцена, 12",Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CPWbv0p9,,,https://go.2gis.com/eKXTE,"4,1",93,,,,,,"4,2",13,9,"4,4",86,83
Омск,Молодцов А,"Омск-04 ул. Герцена, 12",Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/78711726919/?ll=73.372623%2C54.993479&z=16,,,https://go.2gis.com/CsMOY,"4,5",83,,,,,,"4,2",13,9,"4,4",86,83
Омск,Молодцов А,"Омск-04 ул. Герцена, 12",Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLquEJLQ,"4,9",209,https://go.2gis.com/9bztZ,"4,3",463,https://maps.app.goo.gl/UjDNUB4dRpW7KZAb6,,,,,"4,2",13,9,"4,4",86,83
Омск,Молодцов А,"Омск-05 ул. Маяковского,85",SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/187607195029/?ll=73.405348%2C54.972174&z=16,,,,,0,,,,,,"4,1",8,8,"4,3",126,119
Омск,Молодцов А,"Омск-05 ул. Маяковского,85",Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7EUl3,,,https://go.2gis.com/7LSZE,"4,7",21,,,,,,"4,1",8,8,"4,3",126,119
Омск,Молодцов А,"Омск-05 ул. Маяковского,85",Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/58331424873/?ll=73.405348%2C54.972174&z=16,,,https://go.2gis.com/ozBaI,"4,3",119,,,,,,"4,1",8,8,"4,3",126,119
Омск,Молодцов А,"Омск-05 ул. Маяковского,85",Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLrU7M2g,"4,5",50,https://go.2gis.com/gcufJ,"4,3",165,https://maps.app.goo.gl/tvuCECJLFPTYDJxr5,,,,,"4,1",8,8,"4,3",126,119
Островцы,,Островцы ,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/34618402915/,"4,9",55,https://go.2gis.com/A5pnf,5,2,https://maps.app.goo.gl/1obp8gFeRaqf1hDD6,5,,,,"4,9",70,61,5,2,2
Павловский Посад,,"Павловский Посад Железнодорожный проезд, 5",Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/127506703310/,"3,8",4,https://2gis.ru/pavlovskij-posad/search/%D0%BF%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%BE%D1%81%D0%B0%D0%B4%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80/firm/70000001114159413/38.670221%2C55.777162?m=38.670196%2C55.777148%2F17.25,5,1,https://maps.app.goo.gl/yXq3om8qboSk6kZu6,,,,,"3,8",7,4,5,1,1
Пермь,Молодцов А,Пермь-04 Рыбалко 113,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/profile/32591787129,,,https://go.2gis.com/51DAc,"4,2",12,,,,,,4,20,12,"3,5",19,18
Пермь,Молодцов А,Пермь-04 Рыбалко 113,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4qFoL,,,https://go.2gis.com/6h8bJ,"3,5",8,,,,,,4,20,12,"3,5",19,18
Пермь,Молодцов А,Пермь-04 Рыбалко 113,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/116356817201/?ll=55.979281%2C58.015762&z=16,,,https://go.2gis.com/AF6IH,"3,4",17,,,,,,4,20,12,"3,5",19,18
Пермь,Молодцов А,Пермь-04 Рыбалко 113,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquMFIB,"4,4",280,https://go.2gis.com/yvbb9,"4,2",460,https://maps.app.goo.gl/EgxwZZBr9pK8BhyE8,,,,,4,20,12,"3,5",19,18
Пермь,Молодцов А,Пермь-05 Революции 2а,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/192342968514/?ll=56.279901%2C58.004881&z=16,,,https://go.2gis.com/cAz0n,2,2,,,,,,"4,6",17,16,"4,5",43,41
Пермь,Молодцов А,Пермь-05 Революции 2а,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4qHZY,,,https://go.2gis.com/LKHX2,"4,7",3,,,,,,"4,6",17,16,"4,5",43,41
Пермь,Молодцов А,Пермь-05 Революции 2а,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/155464914470/?ll=56.273182%2C58.006116&z=16,,,https://go.2gis.com/8bNB9,"4,5",41,,,,,,"4,6",17,16,"4,5",43,41
Пермь,Молодцов А,Пермь-05 Революции 2а,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquMKnP,"4,5",360,https://go.2gis.com/yHhCc,"4,2",460,https://maps.app.goo.gl/q9BUDejneTEhLvUD7,,,,,"4,6",17,16,"4,5",43,41
Пермь,Молодцов А,Пермь-07 Солдатова 28,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/36739193833/?ll=56.233566%2C57.972463&z=16,,,https://go.2gis.com/kimvf,5,2,,,,,,"4,5",385,265,"4,5",582,566
Пермь,Молодцов А,Пермь-07 Солдатова 28,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4uML~,,,https://go.2gis.com/dAg23,"4,8",30,,,,,,"4,5",385,265,"4,5",582,566
Пермь,Молодцов А,Пермь-07 Солдатова 28,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/158570652983/?ll=56.234635%2C57.972725&z=16,,,https://go.2gis.com/vKwjR,"4,1",18,,,,,,"4,5",385,265,"4,5",582,566
Пермь,Молодцов А,Пермь-07 Солдатова 28,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquM-iH,"4,5",262,https://go.2gis.com/gSE8v,"4,2",460,https://maps.app.goo.gl/8hNyRZAYBH8PZNZP7,,,,,"4,5",385,265,"4,5",582,566
Пермь,Молодцов А,Пермь-08 Мира 51,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/20210514011/?ll=56.179083%2C57.975942&z=16,,,https://go.2gis.com/UCJPh,5,2,,,,,,"4,4",52,41,"4,6",69,69
Пермь,Молодцов А,Пермь-08 Мира 51,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4uRJG,,,https://go.2gis.com/xVZu2,"4,5",62,,,,,,"4,4",52,41,"4,6",69,69
Пермь,Молодцов А,Пермь-08 Мира 51,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/116296691487/?ll=56.179083%2C57.975942&z=16,,,https://go.2gis.com/qq09h,"3,4",29,,,,,,"4,4",52,41,"4,6",69,69
Пермь,Молодцов А,Пермь-08 Мира 51,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquQEKX,"4,5",345,https://go.2gis.com/dCszi,"4,2",460,https://maps.app.goo.gl/mjaMW1R49uRuaXcM6,,,,,"4,4",52,41,"4,6",69,69
Пермь,Молодцов А,Пермь-09 Парковый 33,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/204248912559/?ll=56.165043%2C57.998557&z=16,,,https://go.2gis.com/8aoQ5,5,7,,,,,,"4,4",22,18,"4,2",50,47
Пермь,Молодцов А,Пермь-09 Парковый 33,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4uWOT,,,https://go.2gis.com/spCZV,"4,7",19,,,,,,"4,4",22,18,"4,2",50,47
Пермь,Молодцов А,Пермь-09 Парковый 33,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/228693830545/,,,https://go.2gis.com/SJpfV,"4,3",48,,,,,,"4,4",22,18,"4,2",50,47
Пермь,Молодцов А,Пермь-09 Парковый 33,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquM66w,"4,9",169,https://go.2gis.com/TKwMm,"4,2",460,https://maps.app.goo.gl/3TYE45QAFtLy4zvy9,,,,,"4,4",22,18,"4,2",50,47
Пермь,Молодцов А,Пермь-11 Докучаева 42,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/spoke/221777827057/?ll=56.143232%2C58.035940&z=16,,,https://go.2gis.com/M508q,5,7,,,,,,,,,5,,7
Пермь,Молодцов А,Пермь-11 Докучаева 42,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4u2NK,,,https://go.2gis.com/OnaKi,-0,-0,,,,,,,,,5,,7
Пермь,Молодцов А,Пермь-11 Докучаева 42,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/151553914152/?ll=56.143268%2C58.035955&z=16,,,https://go.2gis.com/VKZWT,5,2,,,,,,,,,5,,7
Пермь,Молодцов А,Пермь-11 Докучаева 42,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquQ4y5,"4,6",270,https://go.2gis.com/jv9hx,"4,2",459,https://maps.app.goo.gl/MM821b1VsRGGSJDM7,,,,,,,,5,,7
Пермь,Молодцов А,Пермь-12 ул. Юрша 84,SPOKE Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/profile/134782522033,,,https://go.2gis.com/wbtNO,2,2,,,,,,"4,5",275,208,"4,1",256,238
Пермь,Молодцов А,Пермь-12 ул. Юрша 84,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4yJPz,,,https://go.2gis.com/0LtGl,"4,6",42,,,,,,"4,5",275,208,"4,1",256,238
Пермь,Молодцов А,Пермь-12 ул. Юрша 84,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/155564016043/?ll=56.305091%2C58.001977&z=16,,,https://go.2gis.com/sH6J2,"3,7",26,,,,,,"4,5",275,208,"4,1",256,238
Пермь,Молодцов А,Пермь-12 ул. Юрша 84,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquM83H,"4,5",205,https://go.2gis.com/thEYm,"4,2",460,https://maps.app.goo.gl/ZHuPc5U3NqNq3QY67,,,,,"4,5",275,208,"4,1",256,238
Подольск,,"Подольск-02 ул Генерала Варенникова, 4",Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/200300566496/,"3,8",18,https://2gis.ru/podolsk/search/%D0%BF%D0%BE%D0%B4%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80/firm/70000001110215990/37.48862%2C55.41646?m=37.488653%2C55.416487%2F17.26,5,2,https://maps.app.goo.gl/PKVmAbbEMsCZuJW66,,,,,"4,2",3,3,"4,7",13,13
Подольск,,"Подольск-02 ул Генерала Варенникова, 4",Мир Суши Россия,,https://yandex.ru/maps/org/mir_sushi/54904004366/,,,https://2gis.ru/podolsk/search/%D0%BF%D0%BE%D0%B4%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%20%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8/firm/70000001111081785/37.48839%2C55.417743?m=37.48843%2C55.417767%2F17.26,5,1,,,,,,"4,2",3,3,"4,7",13,13
Подольск,,"Подольск-02 ул Генерала Варенникова, 4",Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/97089366458/,,,https://2gis.ru/podolsk/search/%D0%BF%D0%BE%D0%B4%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%20%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8/firm/70000001111081857/37.488292%2C55.41784?m=37.488334%2C55.417857%2F17.26,"4,6",10,,,,,,"4,2",3,3,"4,7",13,13
Прокопьевск,Молодцов А,Прокопьевск-01 Гагарина 26,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPWljCic,,,https://2gis.ru/prokopevsk/search/%D0%93%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BF%D1%80%D0%BE%D0%BA%D0%BE%D0%BF%D1%8C%D0%B5%D0%B2%D1%81%D0%BA/firm/70000001059083958/86.649372%2C53.872231?m=86.649372%2C53.872231%2F17.76,"4,9",64,,,,,,"3,9",9,7,5,25,25
Прокопьевск,Молодцов А,Прокопьевск-01 Гагарина 26,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/131770226640/?ll=86.648492%2C53.872396&z=16,,,https://2gis.ru/prokopevsk/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BF%D1%80%D0%BE%D0%BA%D0%BE%D0%BF%D1%8C%D0%B5%D0%B2%D1%81%D0%BA/firm/70000001060017276/86.649372%2C53.872231?m=86.649402%2C53.872211%2F17.53,5,25,,,,,,"3,9",9,7,5,25,25
Прокопьевск,Молодцов А,Прокопьевск-01 Гагарина 26,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLquQVoX,"4,3",203,https://go.2gis.com/z8yq9,"4,2",312,https://maps.app.goo.gl/BMAq7pxwpXWj7V3q7,,,,,"3,9",9,7,5,25,25
Пыть-Ях,Юнусов В,Пыть-Ях-01 мкр 2 15,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLb7IZk0,,,https://go.2gis.com/N4rfl,5,3,,,,,,"4,4",368,182,"4,3",92,82
Пыть-Ях,Юнусов В,Пыть-Ях-01 мкр 2 15,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/225462864361/?ll=72.838529%2C60.757187&z=16,,,-0,,,,,,,,"4,4",368,182,"4,3",92,82
Пыть-Ях,Юнусов В,Пыть-Ях-01 мкр 2 15,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLquU4Ma,"4,4",181,https://go.2gis.com/qcGA8,"4,3",81,https://maps.app.goo.gl/NVHH1u4PvPj8xM5D9,,,,,"4,4",368,182,"4,3",92,82
Радужный,Молодцов А,Радужный-01 мкр 7 12,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLb7IK0d,,,https://go.2gis.com/WzG0A,5,5,,,,,,"4,5",361,208,"4,7",62,54
Радужный,Молодцов А,Радужный-01 мкр 7 12,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/85221902360/?ll=77.457010%2C62.130060&z=16,,,https://go.2gis.com/mlBXE,5,5,,,,,,"4,5",361,208,"4,7",62,54
Радужный,Молодцов А,Радужный-01 мкр 7 12,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLquUVyE,"4,5",207,https://go.2gis.com/DEScO,"4,7",54,https://maps.app.goo.gl/43SnyQuPvFv8WL486,,,,,"4,5",361,208,"4,7",62,54
Реутов,,Реутов-01 Ленина 15,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/8198025146/,"4,4",509,https://go.2gis.com/iAdyx,"4,3",82,https://maps.app.goo.gl/f97pRxmqg9s2j2mZ8,"4,5",,,,"4,3",676,512,"4,2",102,83
Реутов,,Реутов-01 Ленина 15,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/99968613739/?ll=37.857886%2C55.755723&z=10,,,,,0,,,,,,"4,3",676,512,"4,2",102,83
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-06 Металлургическая 117/62,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/242234565853/?ll=39.768580%2C47.250131&z=16,,,https://go.2gis.com/RmGs5,,,,,,,,"2,7",46,31,,,
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-06 Металлургическая 117/62,Галерея Суши Россия,Алексеева Яна РД,https://yandex.by/maps/-/CLb7I02W,,,https://go.2gis.com/wh79P,"4,8",47,,,,,,"2,7",46,31,"4,8",48,47
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-06 Металлургическая 117/62,Мир Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/org/mir_sushi/60830581281/?ll=39.768580%2C47.250131&z=16,,,https://go.2gis.com/jt1qt,"4,9",104,,,,,,"2,7",46,31,"4,8",48,47
Ростов-на-Дону,Юнусов В,Ростов-на-Дону-06 Металлургическая 117/62,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLquYO4i,"4,4",392,https://go.2gis.com/l7hyi,"4,6",287,https://maps.app.goo.gl/YCtR5HfScjqAXk7Q7,,,,,"2,7",46,31,"4,8",48,47
